!03511426-n	heelless	0.0	[0]
02449287-a	sentimental	-4.0	[-4.0]
02449340-v	shut	0.0	[0]
02449952-a	deadly	-95.0	[-95.0]
02450505-v	prevent	-30.1	[-34.0, -34.0, 0, -47.5, -35.0]
02451912-v	interfere	0.0	[0]
02452464-n	muzzle	0.0	[0]
02452885-v	prevent	-6.0	[34.0, -46.0]
02452885-v	forbid	-34.0	[-34.0]
02453321-v	avert	34.0	[34.0]
02453321-v	avoid	0.0	[0]
02455407-v	observe	0.0	[0]
02456157-a	nervous	-41.5	[-34.0, -64.0, -34.0, -34.0]
02456157-a	anxious	-34.0	[-34.0, -34.0]
02456157-a	uneasy	-34.0	[-34.0]
02457015-a	clouded	-39.0	[-39.0]
02459667-a	clear	34.0	[34.0]
02459799-v	kennel	0.0	[0]
02460099-a	unconcerned	0.0	[0]
02460502-a	true	37.375	[34.0, 34.0, 38.0, 34.0, 28.0, 63.0, 34.0, 34.0]
02461723-a	false	-61.0	[-68.0, -54.0]
02464223-n	flank	0.0	[0]
02464693-a	trustworthy	92.0	[92.0]
02467662-v	divide	0.0	[0]
02469835-v	unite	37.75	[34.0, 41.5]
02470175-v	associate	0.0	[0]
02472293-n	men	0.0	[0]
02472987-n	world	0.0	[0]
02475855-a	united	34.0	[34.0]
02477755-v	call off	0.0	[0]
02482425-v	murder	-78.0	[-78.0]
02484570-v	shoot	-34.0	[-34.0]
02486248-a	down	0.0	[0, 0, 0]
02486410-n	baboon	0.0	[0]
02486932-v	meet	0.0	[0, 0]
02486932-v	get together	55.0	[55.0]
02487573-v	call at	0.0	[0]
02488056-v	pay	0.0	[0.0, 0.0, 0]
02488304-v	see	0.0	[0, 0, 0, 0]
02488488-v	see	0.0	[0, 0]
02488834-v	marry	34.45833333333333	[34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 35.0, 34.0, 34.0, 34.0, 34.0, 52.0, 22.333333333333332]
02490170-a	up	0.0	[0, 0]
02491961-a	down	0.0	[0, 0, 0]
02495817-v	imprison	-64.0	[-64.0]
02495922-a	useful	33.333333333333336	[34.0, 37.0, 29.0]
02496388-v	keep in	0.0	[0]
02497141-a	useless	-49.0	[-64.0, -34.0]
02500884-a	valuable	54.0	[54.0]
02501367-a	invaluable	41.333333333333336	[64.0, 30.0, 30.0]
02502994-a	trifling	0.0	[0, 0]
02504562-v	force	-36.333333333333336	[-56.0, -34.0, -64.0, -26.0, 0, -38.0]
02506546-v	compel	-21.0	[-21.0]
02506555-a	varied	0.0	[0]
02507736-v	trouble	-41.666666666666664	[-34.0, -60.0, -31.0]
02510337-v	hold	0.0	[0]
02510879-a	violent	-67.75	[-64.0, -64.0, -64.0, -79.0]
02511340-a	convulsive	-34.0	[-34.0]
02511528-a	ferocious	-54.0	[-54.0]
02511528-a	fierce	-50.5	[-50.5]
02511528-a	furious	-42.0	[-42.0]
02512641-a	ruffianly	-54.5	[-54.5]
02513740-a	wicked	-68.0	[-64.0, -66.0, -61.0, -81.0]
02514187-v	treat	0.0	[0, 0]
02515194-v	nurse	0.0	[0]
02517265-a	invisible	0.0	[0]
02517817-a	hidden	-51.0	[-51.0]
02517817-a	out of sight	0.0	[0]
02518839-v	walk	0.0	[0]
02520509-v	atone	24.0	[0, 48.0]
02521410-v	resist	0.0	[0]
02521758-a	driven	-34.0	[-34.0]
02522864-v	manage	0.0	[0]
02522864-v	bring off	58.0	[58.0]
02523221-v	do	0.0	[0]
02524171-v	succeed	70.5	[92.0, 0, 95.0, 95.0]
02525447-v	work	12.5	[5.0, 20.0]
02526085-v	attain	57.0	[57.0]
02526811-v	come to	0.0	[0]
02528380-v	go wrong	-64.0	[-64.0]
02528380-v	fail	-40.75	[-34.0, -47.5]
02529284-v	fail	-52.0	[-41.0, -63.0]
02530167-v	try	5.772222222222222	[34.0, 34.0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 15.9, 0.0, 20.0, 0, 0, 0, 0]
02530167-v	attempt	-1.0	[-2.0, 0]
02530936-v	grope	-64.0	[-64.0]
02531199-v	endeavour	27.166666666666668	[34.0, 30.0, 17.5]
02531625-v	test	0.0	[0]
02531625-v	try	0.0	[0]
02533282-v	check	0.0	[0.0]
02534492-v	woo	30.5	[31.0, 30.0]
02535716-v	break	-34.0	[-34.0]
02536557-v	work	0.0	[0]
02538086-v	bind	0.0	[0.0]
02538765-v	intervene	-75.0	[-75.0]
02539101-v	meddle	-34.0	[-34.0]
02541921-v	represent	0.0	[0, 0]
02543823-a	delirious	-35.5	[-30.0, -41.0]
02544348-v	take chances	-29.0	[-29.0]
02544525-a	faint	-34.0	[-34.0]
02545045-v	dare	4.25	[0.0, 0, 0, 0, 0, 0, 0, 34.0]
02545578-v	risk	-47.0	[-34.0, -60.0]
02546075-v	honour	35.0	[64.0, 6.0]
02547586-v	help	36.92111111111112	[64.0, 64.0, 0, 34.0, 34.0, 34.0, 34.0, 34.0, 31.066666666666666, 37.2, 29.400000000000002, 41.1, 39.6, 47.6, 0.0, 35.1, 50.6, 49.1, 48.6, 0.0, 37.2, 37.2, 37.2, 37.2, 37.2, 37.2, 67.06666666666666, 37.2, 37.2, 35.6]
02547586-v	aid	24.75	[37.2, 34.6, 34.1, -6.899999999999999]
02548820-a	moist	0.0	[0]
02549032-a	sodden	-30.0	[-30.0]
02549211-v	abet	-67.0	[-67.0]
02549581-v	see	0.0	[0]
02550296-v	care	64.0	[64.0]
02550868-v	save	43.2	[34.0, 34.0, 34.0, 56.99999999999999, 56.99999999999999]
02551380-a	dry	0.0	[0.0]
02553697-v	train	34.0	[34.0]
02554922-v	encourage	27.0	[27.0]
02558703-v	dash	0.0	[0]
02559752-v	stop	0.0	[0, 0]
02560548-a	broad	10.5	[0, 0, 0, 0, 29.0, 34.0]
02560548-a	wide	0.0	[0, 0, 0]
02560585-v	do	0.0736842105263158	[0, 0, 0, 0, 0, 0, 0, 1.4000000000000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02560585-v	make	3.54	[34.0, 0, 0, 0.0, 1.4000000000000001, 0, 0, 0, 0, 0]
02561888-a	narrow	-18.666666666666668	[-22.0, -34.0, 0]
02561995-v	do	4.857142857142857	[0, 0, 0, 34.0, 0, 0, 0]
02562566-a	thin	0.0	[0]
02562901-v	give	14.014285714285716	[0, 0, 0, 0, 32.7, 32.7, 32.7]
02564986-a	willing	40.0	[40.0]
02565583-a	happy	64.0	[64.0]
02565583-a	glad	29.5	[29.5]
02565701-a	ready	32.0	[32.0]
02566453-a	loth	-34.0	[-34.0]
02570267-v	pamper	0.0	[0]
02570282-a	foolish	-30.75	[-34.0, -27.5]
02570643-a	absurd	-39.0	[-34.0, -34.0, -34.0, -64.0, -64.0, 0, -43.0]
02570684-v	break	-17.0	[-34.0, 0]
02571901-v	listen	3.0	[3.0]
02572038-a	mad	-32.0	[-64.0, 0]
02575082-v	deceive	-21.0	[0, -63.0, 0]
02576489-a	wooden	0.0	[0, 0, 0, 0, 0]
02577061-a	worldly	0.0	[0]
02577755-v	decoy	-19.5	[-39.0, 0]
02578872-v	keep	0.0	[0, 0, 0]
02581073-v	blackmail	0.0	[0, 0]
02582615-v	perpetrate	-34.0	[-34.0]
02582615-v	commit	-50.0	[-34.0, -66.0]
02582697-a	ragged	-37.0	[-37.0]
02582921-v	make	0.0	[0]
02583545-v	resist	0.0	[0]
02584031-a	thumbed	0.0	[0]
02584203-a	worm-eaten	-34.0	[-34.0]
02586206-a	worth	0.0	[0]
02587532-v	manage	34.0	[34.0]
02589245-v	associate	0.0	[0]
02589576-v	fight	0.0	[0.0]
02591312-v	descend	0.0	[0]
02593912-v	happen	0.0	[0]
02594102-v	chance	0.0	[0]
02594714-a	malignant	-72.0	[-95.0, -49.0]
02595234-v	make sure	0.0	[0]
02595840-v	rest	0.0	[0, 0]
02596113-v	meet	-0.5	[0, 0, -2.0, 0]
02596493-v	surprise	64.0	[64.0]
02599636-v	take	0.0	[0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02600255-v	follow	0.0	[0]
02600490-v	use	0.0	[0, 0, 0]
02603699-v	be	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02603699-v	exist	0.0	[0]
02604760-v	be	0.11246943765281174	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02604913-a	ancestral	0.0	[0]
02607830-v	stretch	8.5	[34.0, 0, 0, 0]
02609764-v	end	0.0	[0.0, 0]
02610628-v	conclude	0.0	[0]
02611106-v	work out	0.0	[0, 0]
02611630-v	define	0.0	[0]
02611976-v	shine	34.0	[34.0]
02612234-v	run	0.0	[0]
02612368-v	occur	0.0	[0]
02612762-v	go to	0.0	[0]
02613672-v	miss	-34.0	[-34.0]
02614387-v	live	0.0	[0.0, 0.0]
02616386-v	be	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02619612-v	make sense	0.0	[0]
02619612-v	hang together	0.0	[0]
02620587-v	be	0.0	[0, 0, 0, 0, 0, 0]
02620587-v	make up	0.0	[0, 0]
02621395-v	form	0.0	[0, 0]
02621853-v	divide	-47.0	[-47.0]
02623529-v	become	0.0	[0, 0]
02623906-v	take shape	0.0	[0]
02624263-v	spring up	8.5	[0.0, 17.0]
02624263-v	rise	17.0	[34.0, 0]
02625339-v	come	0.0	[0, 0, 0]
02626604-v	become	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02626604-v	turn	0.0	[0, 0, 0, 0]
02626934-v	turn	0.0	[0]
02627934-v	need	0.0	[0, 0, 0, 0, 0, 0, 0]
02627934-v	call for	0.0	[0]
02628961-v	cost	-19.5	[0, -39.0]
02629535-v	contain	0.0	[0, 0]
02629793-v	encompass	0.0	[0]
02630189-v	have	0.0	[0, 0, 0, 0.0, 0]
02630871-v	bear	0.0	[0]
02632167-v	possess	11.333333333333334	[0, 34.0, 0]
02632838-v	miss	0.0	[0]
02633356-v	consist	0.0	[0]
02633881-v	prove	16.25	[0, 34.0, 0, 34.0, 0.0, 62.0, 0, 0]
02633881-v	turn out	0.0	[0]
02634567-v	be due	0.0	[0]
02635033-v	account for	-1.0	[0, -2.0]
02635189-v	mean	0.0	[0, 0, 0]
02635420-v	compel	-34.0	[-34.0]
02635659-v	leave	8.0	[0, 0, 24.0]
02635956-v	lead	0.0	[0, 0.0]
02636810-v	get into	0.0	[0, 0]
02637202-v	stay	0.0	[0]
02637592-v	remain	-11.333333333333334	[0, -34.0, 0]
02637938-v	wait	0.0	[0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02638630-v	stand by	61.0	[61.0]
02639075-v	lurk	-42.666666666666664	[-95.0, 0, -33.0]
02639075-v	loaf	0.0	[0]
02640053-v	skulk	-64.0	[-64.0]
02640053-v	lurk	-24.666666666666668	[-32.0, 0.0, 0, -54.0, -28.0, -34.0]
02640440-v	hesitate	-21.875	[-31.5, -30.0, -26.0, 0]
02641035-v	pause	0.0	[0]
02641463-v	wait	0.0	[0, 0]
02644234-v	predominate	34.0	[34.0]
02646064-v	weigh	0.0	[0, 0]
02646378-v	deserve	0.0	[0, 0, 0, 0]
02646931-v	dominate	-9.666666666666666	[-9.666666666666666]
02648639-v	reside	0.0	[0, 0]
02648639-v	occupy	22.65	[34.0, 11.3]
02649042-v	fill	0.0	[0.0]
02649305-v	crowd	0.0	[0]
02649830-v	live	-0.15384615384615385	[0, -2.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02649830-v	inhabit	0.0	[0]
02649830-v	dwell	0.0	[0]
02652016-v	keep	34.0	[34.0]
02653381-v	lie	0.0	[0]
02653381-v	lie in	0.0	[0]
02653996-v	encamp	0.0	[0]
02655135-v	be	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02656390-v	shelter	40.0	[40.0]
02656995-v	take in	29.0	[29.0]
02657219-v	fit	34.0	[34.0]
02658734-v	coincide	21.0	[21.0]
02659763-v	fit	34.0	[34.0]
02660631-v	overlap	0.0	[0]
02664234-v	depend	0.0	[0, 0]
02664769-v	be	0.0	[0, 0, 0, 0]
02665617-v	look like	0.0	[0, 0, 0, 0]
02666239-v	differ	0.0	[0]
02667900-v	fit	34.0	[34.0]
02667900-v	meet	0.0	[0.0]
02669789-v	answer	34.0	[34.0]
02670890-v	serve	14.5	[58.0, 0, 0, 0]
02671613-v	act as	0.0	[0, 0]
02671880-v	satisfy	59.44444444444445	[64.0, 64.0, 50.333333333333336]
02671880-v	fulfil	0.0	[0]
02672540-v	make up	0.0	[0]
02674564-v	stand out	-34.0	[-34.0]
02674708-v	make	0.0	[0]
02675458-v	recall	0.0	[0]
02676054-v	concern	10.0	[20.0, 0.0]
02677097-v	involve	0.0	[0]
02677332-v	implicate	-33.5	[0, -67.0]
02677567-v	involve	0.0	[0.0]
02678287-v	entangle	-40.166666666666664	[-64.0, -27.0, -29.5]
02678438-v	interest	34.0	[34.0]
02679899-v	preserve	17.0	[0, 34.0]
02680814-v	stop	-17.0	[-34.0, 0]
02680814-v	cease	-34.0	[-34.0]
02681795-v	keep	0.0	[0, 0, 0, 0, 0, 0]
02681795-v	hold	0.0	[0, 0]
02684784-v	expire	-34.0	[-34.0]
02684924-v	continue	0.0	[0, 0]
02684924-v	go on	0.0	[0, 0]
02684924-v	keep	0.0	[0, 0]
02684924-v	proceed	34.0	[34.0]
02685951-v	run	0.0	[0, 0, 0]
02685951-v	go	0.0	[0]
02685951-v	lead	17.0	[34.0, 0]
02685951-v	pass	0.0	[0]
02686471-v	go	0.0	[0]
02686471-v	lead	0.0	[0, 0]
02687916-v	extend	34.0	[34.0]
02690093-v	extend	0.0	[0]
02690708-v	lie	0.0	[0, 0, 0, 0, 0]
02690708-v	lay	0.0	[0]
02692624-a	chemical	0.0	[0, 0]
02693319-v	face	0.0	[0]
02695895-v	localize	0.0	[0]
02696129-v	command	6.833333333333333	[34.0, -13.5, 0]
02696801-v	rear	-36.0	[-36.0]
02696961-v	loom	-34.0	[-34.0]
02697120-v	threaten	-59.9	[-64.0, -64.0, -64.0, -59.0, -48.5]
02697120-v	endanger	-76.0	[-76.0]
02697725-v	be	0.0	[0]
02697759-n	alley	0.0	[0]
02700867-v	contain	0.0	[0]
02702120-v	stand	64.0	[64.0]
02702830-v	suit	0.0	[0, 0, 0]
02703952-v	approach	0.0	[0]
02705680-v	fall into	0.0	[0]
02707800-v	resist	-34.0	[-34.0]
02708420-v	spend	8.5	[0, 0, 34.0, 0]
02708420-v	pass	0.0	[0]
02709277-v	while away	0.0	[0]
02711987-v	depend upon	0.0	[0, 0, 0, 0]
02712772-v	follow	0.0	[0, 0, 0, 0]
02713372-v	jut out	0.0	[0.0]
02713594-n	wing	0.0	[0, 0, 0, 0, 0, 0]
02715456-v	bristle	0.0	[0, 0, 0]
02715595-v	bristle	0.0	[0]
02716165-v	come with	0.0	[0, 0, 0, 0, 0.0, 0, 0, 0]
02716165-v	go with	0.0	[0, 0, 0]
02716567-v	attend	0.0	[0, 0]
02716767-v	accompany	34.0	[34.0]
02717472-v	swing	0.0	[0]
02717472-v	dangle	0.0	[0]
02718750-v	gape	-34.0	[-34.0, -34.0]
02719399-v	tend	0.0	[0, 0]
02719930-v	belong	0.0	[0]
02719930-v	belong to	0.0	[0.0, 0, 0]
02720149-v	follow	0.0	[0]
02720354-v	follow	0.0	[0]
02720904-v	run	0.0	[0]
02721284-v	go	0.0	[0, 0]
02721284-v	run	0.0	[0]
02721438-v	allow	0.0	[0, 0]
02721438-v	leave	0.0	[0]
02721966-v	overlook	0.0	[0, 0]
02722663-v	present	0.0	[0, 0]
02722782-v	press	-34.0	[-34.0, -34.0]
02723564-v	had best	34.0	[34.0]
02723564-v	do well	22.9375	[0, 34.0, 57.75, 0]
02723951-v	date from	0.0	[0]
02726164-v	help	37.2	[37.2, 37.2, 37.2]
02726305-n	apartment	0.0	[0, 0]
02726884-v	impend	-34.0	[-34.0]
02727016-n	aperture	0.0	[0]
02727462-v	remain	0.0	[0, 0, 0, 0]
02728440-n	clothes	0.0	[0, 0, 0]
02729023-v	head	34.0	[34.0]
02729414-v	leave	20.0	[0, 0, 0, 100.0, 0]
02730135-v	leave	0.0	[0]
02730930-n	apron	0.0	[0]
02731024-v	remain	0.0	[0, 0, 0]
02731390-v	lie	26.0	[26.0]
02731814-v	owe	-10.0	[0, -20.0]
02733673-v	go far	0.0	[0, 0]
02734338-v	lie	0.0	[0, 0]
02734488-v	stand	0.0	[0, 0, 0, 0, 0]
02735282-v	suit	34.0	[34.0]
02735418-v	end	0.0	[0, 0]
02735897-v	help	17.0	[34.0, 0]
02736778-v	define	34.0	[34.0]
02737569-v	belong	0.0	[0]
02738535-n	armchair	0.0	[0, 0]
02739861-v	mingle	0.0	[0.0]
02740552-v	promise	64.0	[64.0, 64.0]
02742482-v	mean	0.0	[0, 0, 0]
02743261-a	human	-5.0	[-5.0]
02743391-a	human	0.0	[0, 0]
02743547-n	art	0.0	[0]
02743565-v	come	-1.0	[-2.0, 0]
02743921-v	come	0.0	[0, 0, 0.0, 0]
02744651-v	open	11.333333333333334	[34.0, 0, 0]
02744820-v	be	0.0	[0]
02745882-v	seem	0.0	[0, 0]
02746017-v	answer	0.0	[0.0]
02746449-v	break	0.0	[0]
02748627-v	make	0.0	[0]
02749904-v	be	-0.576271186440678	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, -35.0, 0, 0, 0, 0, 0]
02749904-v	cause	-34.0	[-34.0]
02756346-a	local	0.0	[0, 0]
02756821-v	fall	0.0	[0]
02758033-v	pour	0.0	[0]
02759614-v	light	34.0	[34.0, 34.0, 34.0, 34.0, 34.0, 34.0]
02760116-a	medical	0.0	[0, 0]
02760495-v	put out	0.0	[0, 0]
02761897-v	extinguish	-34.0	[-34.0]
02763472-n	avenue	0.0	[0]
02763740-v	shine	11.333333333333334	[34.0, 0, 0]
02764438-v	blaze	-64.0	[-64.0]
02764614-v	blaze	-16.75	[0, -34.0, 0, -33.0]
02768259-v	shoot	0.0	[0]
02768579-v	steam	0.0	[0]
02768874-v	burn	-6.8	[-34.0, 0, 0, 0, 0]
02769077-v	gutter	-34.0	[-34.0]
02769241-v	blow	0.0	[0]
02774630-n	luggage	0.0	[0]
02784218-n	band	0.0	[0, 0, 0, 0, 0, 0]
02788689-n	bar	0.0	[0, 0, 0]
02795528-n	barrel	-17.0	[-34.0, 0]
02797692-n	pedestal	34.0	[34.0]
02797692-n	pedestalled	34.0	[34.0]
02818832-n	bed	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02821627-n	bedroom	0.0	[0, 0, 0]
02821627-n	chamber	0.0	[0, 0, 0, 0]
02824448-n	bell-	0.0	[0]
02824448-n	bell	0.0	[0, 0]
02826459-n	bell-pull	0.0	[0, 0, 0]
02826459-n	bell-rope	0.0	[0]
02839505-a	professional	20.65	[0, 41.3]
02839592-n	billiard-room	0.0	[0]
02851099-n	blind	0.0	[0]
02851099-n	screen	0.0	[0]
02852523-n	block	0.0	[0]
02853016-n	block	0.0	[0]
02856463-n	board	0.0	[0, 0, 0]
02859053-a	infernal	-53.5	[-53.5]
02859184-n	Panama hat	0.0	[0]
02859184-n	straw hat	0.0	[0]
02872752-n	boot	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
02876657-n	bottle	0.0	[0, 0]
02905485-a	brazen	0.0	[0]
02910353-n	buckle	0.0	[0]
02913152-n	building	0.0	[0, 0, 0, 0]
02916350-n	bullet	-29.75	[-34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, 0]
02919414-n	bundle	0.0	[0]
02919792-n	cottage	0.0	[0, 0]
02927296-n	butt	0.0	[0]
02927399-n	stub	0.0	[0]
02927512-a	american	0.0	[0]
02928347-a	indian	0.0	[0, 0]
02928926-a	south african	0.0	[0, 0]
02930766-n	cab	0.0	[0, 0]
02931013-n	cab	0.0	[0]
02931417-n	club	0.0	[0]
02931826-a	nocturnal	0.0	[0]
02946921-n	tin	0.0	[0]
02948072-n	candle	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
02949202-n	cane	0.0	[0, 0, 0, 0]
02949202-n	home	0.0	[0]
02954340-n	cap	0.0	[0]
02958392-a	french	0.0	[0]
02958576-a	spanish	0.0	[0]
02960903-n	decanter	0.0	[0]
02962545-n	card	0.0	[0, 0]
02968473-n	carriage	0.0	[0]
02971691-n	cartridge	0.0	[0, 0, 0]
02972533-n	ejector	0.0	[0]
02990373-n	ceiling	0.0	[0, 0]
03001627-n	chair	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
03003091-n	chalk	0.0	[0]
03003344-a	english	0.0	[0]
03003616-a	english	0.0	[0, 0]
03003730-n	chamber	0.0	[0]
03017428-n	chimney	0.0	[0, 0, 0, 0]
03022177-a	british	0.0	[0]
03023852-a	turkish	0.0	[0]
03028079-n	church	0.0	[0]
03030035-n	cigar	0.0	[0, 0, 0, 0, 0]
03030663-n	cigarette	-8.0	[0, -24.0, 0]
03046257-n	clock	0.0	[0, 0, 0]
03049924-n	cloth cap	0.0	[0]
03057021-n	coat	0.0	[0]
03068181-n	collar	0.0	[0, 0, 0]
03104594-n	copy	0.0	[0, 0]
03106110-n	cord	0.0	[0]
03109881-n	corner	0.0	[0, 0]
03110669-n	trumpet	0.0	[0]
03112099-n	corridor	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
03113835-n	costume	0.0	[0]
03114504-n	camp-bed	0.0	[0]
03114508-a	saxon	0.0	[0]
03118969-n	country-house	34.0	[34.0]
03120778-n	court	0.0	[0]
